txt_type,seg_id,sen_id,sentence,POS,words_label,words_gloss
F,fiction_03_v.2.txt,51,小周 说 ， 我们 已经 打通 了 许多 关节 ， 现在 只 差 最后 一 关 ， 要 他们 报社 放 他 。,"['nr','v','w','r','d','v','u','m','n','w','t','d','v','f','m','n','w','v','r','n','v','r','ew']","['0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', '除去阻隔使相贯通', 'NULL', 'NULL', '指暗中行贿勾通官吏的事', 'NULL', 'NULL', 'NULL', 'NULL', '时间上或次序上在所有别的之后', 'NULL', '引申为幽禁、禁闭', 'NULL', '想要,希望', 'NULL', 'NULL', '解除约束;释放', 'NULL', 'NULL']"
F,fiction_08_v.2.txt,59,不料 她 脸色 一 沉 ， 说道 ： ＂ 别 乱 说 。 ＂,"['d','r','n','m','v','w','v','w','w','d','d','v','ew','w']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '女性第三人称', 'NULL', 'NULL', '低沉', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_19_v.2.txt,10,记者 看到 ， 袋 内 有 几 条 鱼 。,"['n','v','w','q','f','v','m','q','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '看见，见到', 'NULL', 'NULL', '里面。与“外”相对', '具有,与“无”相对', 'NULL', '用于长条形的东西', 'NULL', 'NULL']"
F,fiction_02_v.2.txt,70,妈 说 ： ＂ 哎呀 ， 听 声音 才 听 出来 是 你 。 ＂,"['n','v','w','w','e','w','v','n','d','v','v','v','r','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词后，表示人或物由隐蔽到显露', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_06_v.2.txt,28,电脑 会 自动 地 把 付款 数目 从 顾客 存款 中 扣除 ， 要是 顾客 要 的 钱 数 超过 了 存款 ， 电脑 出纳 机 会 拒绝 付款 。,"['n','v','b','u','p','vn','n','p','n','n','f','v','w','c','n','v','u','n','ng','v','u','n','w','n','n','ng','v','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', 'NULL', 'NULL', '内,里面。与“外”相对', '从总额中减去', 'NULL', 'NULL', 'NULL', '讨。表示希望将某种事物归自己所有', 'NULL', 'NULL', 'NULL', '超出；高于', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '不接受，不答应', '作为对货物或服务的报酬而支付款项', 'NULL']"
A,academic_03_v.2.txt,54,他 不善 机巧 ， 而 强调 在 信仰 的 自我 约束 中 体现 意志 的 力量 。,"['r','v','an','w','c','v','p','n','u','r','vn','f','v','n','u','n','ew']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', '特别着重或着重提出', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', '内,里面。与“外”相对', 'NULL', '决定达到某种目的而产生的心理状态，常以语言或行动表现出来', 'NULL', '作用；效力', 'NULL']"
F,fiction_13_v.2.txt,45,过 几 天 ， 我 到 你们 学校 去 。,"['v','m','q','w','r','v','r','n','v','ew']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['过去(过后)', 'NULL', 'NULL', 'NULL', 'NULL', '往', 'NULL', 'NULL', '用在谓词或谓词结构后表示趋向或持续', 'NULL']"
F,fiction_19_v.2.txt,5,这 是 哪个 单位 的 基建 呢 ？,"['r','v','r','n','u','n','y','ew']","['0', '0', '0', '1', '0', '0', '0', '0']","['此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', '机关、团体或其所属的某一部门', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_09_v.2.txt,82,自己 一个 。,"['r','m','ew']","['0', '0', '0']","['代词。自身，本身', 'NULL', 'NULL']"
F,fiction_04_v.2.txt,38,没有 不 透风 的 墙 ， 和 黄 映红 在 一个 厂 的 另 一个 车间 上班 的 女 同学 不久 就 知道 了 这 件 事 。,"['d','d','v','u','n','w','p','nr','nr','p','m','n','u','r','m','n','v','u','b','n','a','d','v','u','r','q','n','ew']","['0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0']","['NULL', 'NULL', '风可以通过', 'NULL', '用砖石等砌成承架房顶或隔开内外的建筑物', 'NULL', 'NULL', '名字', 'NULL', '留在[某团体],属于[某团体]', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '事实正是如此', 'NULL', 'NULL', '“这”( zhè)的口语音 。常用在量词或数量词前', '计量某些个体事物、衣服等', 'NULL', 'NULL']"
N,news_24_v.2.txt,92,坐 火车 卧铺 到 南京 往返 一 趟 才 ３４０ 多 元 ， 经济 实惠 。 ＂,"['v','n','n','v','ns','v','m','q','d','m','m','q','w','an','an','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '往', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '[数词]∶[用于数量词后] 表示整数以下的余数或零头', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_15_v.2.txt,89,＂ 嘿嘿 ， 不行 ＂ ， 他 不好意思 地 笑笑 。 ＂,"['w','o','w','a','w','w','r','a','u','v','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', '不可以', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_12_v.2.txt,86,据 鸟类学 家 说 ， 收藏 食物 是 喜鹊 的 天性 ， 否则 冬天 会 挨饿 。,"['p','n','k','v','w','v','n','v','n','u','n','w','c','t','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '掌握某种专门学识或从事某种工作、担任某种职务的人', 'NULL', 'NULL', '收聚蓄藏；收集保存', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_14_v.2.txt,109,这时 ， 我 觉得 有 一个 影子 遮住 我 ， 尽管 我 是 闭 着 眼 。,"['r','w','r','v','v','m','n','v','r','w','c','r','v','v','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '存在', 'NULL', '人或物体遮住光线而投下的暗影', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '泛指眼睛', 'NULL']"
N,news_12_v.2.txt,21,９月 ８日 上午 ８时 ， 我 赶 去 火车站 ， 想 买 一 张 ９日 往 韶关 的 ６４ 次 火车票 ， 到 火车站 时 才 ８时 １５分 ， 专 售 ６４ 次 车票 的 窗口 前 ， 已 排 了 １０ 人 。,"['t','t','t','t','w','r','v','v','n','w','v','v','m','q','t','p','ns','u','m','q','n','w','v','n','ng','d','t','t','w','d','v','m','q','n','u','s','f','w','d','v','u','m','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '前往,到别处,跟“来”相反', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '到达,达来,去到', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '前面,与“后”相对;正面', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_24_v.2.txt,88,他 是 今 早 ７ 点 半 钟 拎 着 小 板凳 来 排队 ， 买 票 让 爱人 回 南京 的 。,"['r','v','tg','tg','m','t','m','n','v','u','a','n','v','v','w','v','n','v','n','v','ns','u','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', '点钟,时间单位,等于时钟每昼夜的二十四分之一', 'NULL', 'NULL', 'NULL', 'NULL', '形容事物在体积、面积、数量、力量、强度等方面不及一般的或不及比较的对象', 'NULL', '用在动词结构(或介词结构)与动词(或动词结构)之间表示前者是方法、方向或态度,是目的', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_08_v.2.txt,16,而 气功 主要 研究 人体 的 生命 活动 和 大自然 之间 的 相互 关系 。,"['c','n','ad','v','n','u','n','vn','c','n','f','u','b','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '为达到某种目的而从事的行动；从事有目的的行动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '人和人或人和事物之间某种性质的联系', 'NULL']"
N,news_24_v.2.txt,94,海口 无轨 火车站 是 目前 全国 规模 最 大 、 票额 最 多 的 无轨 车站 。,"['ns','b','n','v','t','n','n','d','a','w','n','d','a','u','b','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '范围；场面；气势', 'NULL', '规模大', 'NULL', 'NULL', 'NULL', '多,数量大,与“少”、“寡”相对', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_03_v.2.txt,75,多年 来 ， 宁夏 话剧团 为 农民 演戏 ， 为 振兴 话剧 做出 了 突出 贡献 ， 受到 中央 有关 部委 和 宁夏 党政 部门 的 充分 肯定 。,"['m','f','w','ns','n','p','n','v','w','p','v','n','v','u','a','n','w','v','n','vn','j','c','ns','j','n','u','a','vn','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '从头到尾过去地', 'NULL', 'NULL', 'NULL', '替,给', 'NULL', 'NULL', 'NULL', '为了', 'NULL', 'NULL', 'NULL', 'NULL', '谓出众地显露出来', 'NULL', 'NULL', 'NULL', '今指国家政权或政治团体的最高领导机构', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_12_v.2.txt,41,售票员 理直气壮 地 说 。,"['n','i','u','v','ew']","['0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_13_v.2.txt,18,， 这时 听 者 可能 会 揣测 说话 人 的 愿望 或 意图 ， 因为 这 句 话 也许 表达 了 说话 人 希望 关 窗 这 一个 间接 的 请求 。,"['w','r','v','k','v','v','v','v','n','u','n','c','n','w','c','r','q','n','d','v','u','v','n','v','v','ng','r','m','b','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', '表示（思想、感情）', 'NULL', 'NULL', 'NULL', 'NULL', '合拢,闭门', 'NULL', '此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_21_v.2.txt,9,这话 一点 不 假 ， 就是 在 去年 北京 最 乱 的 日子 里 ， 电视塔 工地 依旧 干 得 热火朝天 。,"['r','m','d','a','w','v','p','t','ns','d','a','u','n','f','w','n','n','d','v','u','i','ew']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '里面；内部（跟“外”相对）', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词或形容词后面,连接表示程度或结果的补语', 'NULL', 'NULL']"
A,academic_03_v.2.txt,53,就此 而言 ， 所谓 ＂ 仁者乐山 ＂ 在 丁 方 的 艺术 中 得到 应验 。,"['d','v','w','v','w','l','w','p','nr','nr','u','n','f','v','v','ew']","['1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '1', '0']","['就在此地或此时', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '从', 'NULL', '名字', 'NULL', 'NULL', '内,里面。与“外”相对', '获得', '谓后来发生的事实与预先所言、所估计的相符', 'NULL']"
F,fiction_02_v.2.txt,55,她 就 抵赖 、 隐瞒 、 解释 着 ， 说 她 脚 痛 ；,"['r','d','v','w','v','w','v','u','w','v','r','n','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['女性第三人称', '立刻,马上', 'NULL', 'NULL', 'NULL', 'NULL', '劝解疏通', 'NULL', 'NULL', 'NULL', '女性第三人称', '足的别称', '疼痛', 'NULL']"
A,academic_29_v.2.txt,79,可见 ， 股份 有限公司 的 优点 是 ： 可以 广泛 吸收 社会 闲散 资金 ， 汇集 成 巨额 资本 ；,"['c','w','n','n','u','n','v','w','v','ad','v','n','a','n','w','v','v','b','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '接受；接收', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', 'NULL', 'NULL', 'NULL', '聚集', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_08_v.2.txt,84,他 认真 地 点点头 ， 因为 他 的 话 被 别人 相信 了 ， 所以 他 显得 很 激动 。,"['r','a','u','v','w','p','r','u','n','p','r','v','u','w','c','r','v','d','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_10_v.2.txt,37,沔水镇 的 传说 把 王 劲哉 塑造 成 了 一个 嗜血 成 性 的 阎罗 形象 ， 这个 神话 一般 的 人 忽地 就 活生生 站 到 了 自己 面前 ， 是 个 军 仪 威严 整肃 ， 字字 重 似 千金 的 军官 。,"['ns','u','n','p','nr','nr','v','v','u','m','v','v','n','u','nr','n','w','r','n','a','u','n','d','d','z','v','v','u','r','f','w','v','q','n','k','a','a','w','n','a','vg','m','u','n','ew']","['0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用文字描写或戏剧舞蹈表演创造人物形象', 'NULL', 'NULL', 'NULL', '谓猛兽贪于血食，后亦用以形容人凶残成性', 'NULL', 'NULL', 'NULL', '比喻凶恶残暴的人', '指文学艺术区别于科学的一种反咉现实的特殊方式。即作家从审美理想的立场出发，根据现实生活各种现象加以艺术概括所创造出来的具有一定思想内容和艺术感染力的生活图画。通常亦特指文艺作品中的人物形象', 'NULL', '亦作“ 这箇 ”。指示比较近的事物或人', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', '有生命力，充满生机', '站立,直立。以基本直立的姿势用双脚或一脚支撑自己', '用作动词的补语,表示动作达到目的或有了结果', 'NULL', '代词。自身，本身', '面对着的地方', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '贵重;尊贵', 'NULL', '形容贵重', 'NULL', 'NULL', 'NULL']"
N,news_02_v.2.txt,54,与此同时 ， 楼区 另 一侧 ， 一 位 不 知 名 的 小伙子 也 伸 臂 奔 来 ！,"['c','w','s','r','f','w','m','q','d','v','ng','u','n','d','v','ng','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用于人（含敬意）', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '由彼至此;由远到近。与“去”、“往”相对', 'NULL']"
F,fiction_01_v.2.txt,68,他 和 工程师 们 给 厂里 节约 了 十几 万 ， 厂里 发 了 他 三百 多 块 钱 奖金 ， 厂里 突然 发现 赵 胜天 不再 是 个 毛头 小伙 牛仔 哥 了 。,"['r','c','n','k','p','n','v','u','m','m','w','n','v','u','r','m','m','q','n','n','w','n','ad','v','nr','nr','d','v','q','n','n','n','n','y','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '表示对象、目的,相当于“为”、“替”', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '送出;交付。与“收”相对;发出', 'NULL', 'NULL', 'NULL', '[数词]∶[用于数量词后] 表示整数以下的余数或零头', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '犹发觉', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_09_v.2.txt,81,或许 只有 此 情 此 境 之下 才能 容许 双方 交谈 。,"['d','c','r','n','r','ng','f','v','v','n','v','ew']","['0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0']","['NULL', '连词。表示必需的条件，现代汉语中下文多与“才”或“方”呼应', '这;这个 。表示近指的代词,与“彼”相对', 'NULL', '这;这个 。表示近指的代词,与“彼”相对', 'NULL', 'NULL', 'NULL', 'NULL', '指在某种场合中相对的两个人或两个集体', 'NULL', 'NULL']"
F,fiction_11_v.2.txt,99,谁 他 妈 都 可以 训 我 ！,"['r','r','n','d','v','v','r','ew']","['0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_01_v.2.txt,10,同 卵 孪生 儿 在 同一 环境 成长 ， 其 体重 近似 ；,"['a','n','b','k','p','b','n','v','w','r','n','a','ew']","['0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '周围的自然条件和社会条件', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_07_v.2.txt,3,１１日 下午 ３时 许 ， 黄岩长潭 水库 坝 顶 尽头 的 山 弯 上 ， 几十 名 灾民 向 正在 这里 慰问 的 副 省长 许 行贯 拥 来 。,"['t','t','t','u','w','ns','n','n','ng','f','u','n','ng','f','w','m','q','n','p','u','r','v','u','b','n','nr','nr','v','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '引申为物的最上部;前部', 'NULL', 'NULL', 'NULL', 'NULL', '用在名词后，表示在物体的表面', 'NULL', 'NULL', 'NULL', 'NULL', '朝着', 'NULL', '亦作“ 这裡 ”。指比较近的处所', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '聚集', '表示动作的趋向', 'NULL']"
N,news_05_v.2.txt,69,当 他们 得知 记者 的 来意 后 ， 便 热情 接待 了 我们 。,"['p','r','v','n','u','n','f','w','d','ad','v','u','r','ew']","['1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']","['指事情发生的那个时候或地方。相当于“本”、“此”', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '时间较迟或较晚。与“先”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_15_v.2.txt,119,他 就 抱 起 姑娘 ， 摇摇晃晃 地 走进 山沟沟 去 。,"['r','d','v','v','n','w','z','u','v','n','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '用在动词前面,表示在某种条件或情况下自然怎么样', '用手臂围住', '用在动词后作为补足语,表示动作的向上方向', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在谓词或谓词结构后表示趋向或持续', 'NULL']"
A,academic_27_v.2.txt,10,例 １ ， 以 生产 胶卷 、 照相 器材 及 有关 产品 闻名 的 美国 柯达 公司 ， 在 推销 胶卷 的 广告 中 强调 了 ＂ 捕捉 瞬间 ＂ 的 主题 ， 围绕 家庭 生活 中 一些 值得 纪念 的 活动 如 婚礼 、 毕业 典礼 、 孩子 嬉闹 等 ， 展现 一幅幅 反映 良宵 美景 的 图画 ， 提示 利用 柯达 胶卷 定 能 满意 地 记录 下 这些 珍贵 镜头 。,"['n','m','w','p','v','n','w','v','n','c','vn','n','v','u','ns','nz','n','w','p','v','n','u','n','f','v','u','w','v','t','w','u','n','w','v','n','vn','f','m','v','v','u','n','c','n','w','v','n','w','n','vn','u','w','v','m','v','n','n','u','n','w','v','v','nz','n','d','v','v','u','v','v','r','a','n','ew']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0']","['NULL', 'NULL', 'NULL', '依,按,凭 ——表示动作行为的凭借或前提。犹言凭、根据', '特指人们使用工具创造生产、生活资料的活动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', '内,里面。与“外”相对', '特别着重或着重提出', 'NULL', 'NULL', '指抓住(机会)', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '谓以某一问题或事情作中心', 'NULL', 'NULL', '内,里面。与“外”相对', 'NULL', '谓有必要，有价值', 'NULL', 'NULL', '为达到某种目的而从事的行动；从事有目的的行动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '客观事物所引起的主观感受和看法。客观事物作用于人的感官而引起的模写(摄影、摹本)，即反映，亦称之为映象', '景色美好的夜晚', '优美的景色(如海、陆地或天空的)', 'NULL', '用线条、色彩构成的形象或肖像', 'NULL', 'NULL', '借助外物以达到某种目的；用手段使人或事物为自己服务', 'NULL', 'NULL', '一定', 'NULL', 'NULL', 'NULL', '把听到的话或发生的事写下来', '下来', '指示代词。指示较近的两个以上的人或事物', '贵重，宝贵', '照相机拍摄成的一个画面', 'NULL']"
N,news_02_v.2.txt,56,孩子 ＂ 自由 落体 ＂ 坠 向 地面 。,"['n','w','a','n','w','v','p','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '朝着', 'NULL', 'NULL']"
F,fiction_03_v.2.txt,72,是 。,"['v','ew']","['0', '0']","['NULL', 'NULL']"
F,fiction_11_v.2.txt,96,后头 有 女人 在 骂 。,"['f','v','n','u','v','ew']","['0', '0', '0', '0', '0', '0']","['NULL', '表示不定指 。跟“某”的作用相近', 'NULL', '才;正在', 'NULL', 'NULL']"
F,fiction_05_v.2.txt,76,小段 说 ， 地方 我 早就 找 好 了 ， 只怕 你 不 愿意 。,"['nr','v','w','n','r','d','v','a','y','w','v','r','d','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '觅取,寻求', 'NULL', 'NULL', 'NULL', '犹恐怕。表示疑虑或估计', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_07_v.2.txt,5,此 处 所 说 的 科学 知识 ， 包括 了 数学 、 物理学 、 化学 等 基础科学 的 知识 ， 也 包括 了 由 基础科学 衍生 出来 的 材料力学 、 固体力学 、 流体力学 、 热力学 及 系统 分析 等 技术 科学 的 知识 。,"['r','n','u','v','u','n','n','w','v','u','n','w','n','w','n','u','n','u','n','w','d','v','u','p','n','v','v','u','n','w','n','w','n','w','n','c','n','vn','u','n','n','u','n','ew']","['1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['指示代词,这', '部分;方面', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '包含，总括', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '自,从…(表示起点)', 'NULL', '蕃衍生息', '出现；产生', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '自成体系的组织；同类事物按一定秩序和内部联系组合成的整体', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_09_v.2.txt,44,去年 。,"['t','ew']","['0', '0']","['NULL', 'NULL']"
